,Rooms,Bedroom2,Bathroom,BuildingArea,Landsize,Regionname,Price
7337,4,4,1,151.96764988779805,802,Southern Metropolitan,1641000.0
7338,2,2,1,151.96764988779805,156,Southern Metropolitan,655000.0
7339,2,2,2,138.0,607,Southern Metropolitan,750000.0
7340,3,3,1,139.0,543,Southern Metropolitan,1025000.0
7341,3,3,1,151.96764988779805,119,Southern Metropolitan,637000.0
7342,3,3,2,95.0,279,Southern Metropolitan,633500.0
7343,4,4,1,183.0,604,Southern Metropolitan,1180000.0
7344,3,3,1,151.96764988779805,685,Southern Metropolitan,1124000.0
7345,3,3,1,112.0,528,Southern Metropolitan,1225000.0
7346,4,3,2,151.96764988779805,728,Southern Metropolitan,855000.0
7347,5,5,3,305.0,695,Southern Metropolitan,1600000.0
7348,3,3,1,151.96764988779805,112,Southern Metropolitan,665000.0
7349,2,2,1,151.96764988779805,722,Southern Metropolitan,605000.0
7350,2,2,1,151.96764988779805,477,Southern Metropolitan,660000.0
7351,1,1,1,151.96764988779805,486,Southern Metropolitan,327000.0
7352,2,2,1,151.96764988779805,785,Southern Metropolitan,570000.0
7353,2,2,2,111.0,66,Southern Metropolitan,755000.0
7354,4,4,2,151.96764988779805,485,Southern Metropolitan,1925000.0
7355,2,2,1,74.0,0,Southern Metropolitan,520000.0
7356,2,2,1,114.0,176,Northern Metropolitan,1000000.0
7357,2,2,1,151.96764988779805,115,Northern Metropolitan,725000.0
7358,1,1,1,52.0,0,Northern Metropolitan,425000.0
7359,3,3,2,165.0,324,Northern Metropolitan,1280000.0
7360,2,2,1,151.96764988779805,146,Northern Metropolitan,1000000.0
7361,2,2,1,151.96764988779805,0,Northern Metropolitan,546000.0
7362,3,3,2,165.0,324,Northern Metropolitan,1475000.0
7363,2,2,1,151.96764988779805,138,Northern Metropolitan,895000.0
7364,1,1,1,151.96764988779805,0,Northern Metropolitan,405000.0
7365,2,2,1,80.0,131,Northern Metropolitan,1015000.0
7366,2,2,1,68.0,125,Northern Metropolitan,930000.0
7367,1,1,1,151.96764988779805,0,Northern Metropolitan,415000.0
7368,3,3,2,166.0,263,Northern Metropolitan,1900000.0
7369,2,2,1,75.0,0,Northern Metropolitan,662500.0
7370,2,2,1,151.96764988779805,128,Northern Metropolitan,831000.0
7371,2,2,1,151.96764988779805,144,Northern Metropolitan,1110000.0
7372,2,2,1,151.96764988779805,0,Northern Metropolitan,565000.0
7373,2,2,1,151.0,151,Northern Metropolitan,1010000.0
7374,3,3,1,100.0,326,Northern Metropolitan,1300000.0
7375,3,2,2,108.0,138,Northern Metropolitan,1300000.0
7376,1,1,1,151.96764988779805,0,Southern Metropolitan,360000.0
7377,4,4,2,151.96764988779805,0,Southern Metropolitan,1370000.0
7378,2,2,2,128.0,0,Southern Metropolitan,800000.0
7379,4,5,1,143.0,669,Western Metropolitan,930000.0
7380,2,2,2,102.0,151,Western Metropolitan,650000.0
7381,3,3,1,124.0,669,Western Metropolitan,985000.0
7382,4,4,3,265.0,662,Western Metropolitan,915000.0
7383,3,3,2,151.96764988779805,738,Western Metropolitan,845000.0
7384,3,3,2,151.96764988779805,669,Western Metropolitan,941000.0
7385,3,0,1,151.96764988779805,224,Western Metropolitan,1030000.0
7386,2,2,1,151.96764988779805,462,Western Metropolitan,392250.0
7387,3,3,1,92.0,144,Western Metropolitan,508000.0
7388,2,2,1,130.0,78,Western Metropolitan,420000.0
7389,2,2,1,83.0,126,Western Metropolitan,506000.0
7390,3,3,2,151.96764988779805,337,Western Metropolitan,855000.0
7391,2,2,1,62.0,78,Western Metropolitan,380000.0
7392,2,2,1,100.0,228,Western Metropolitan,611000.0
7393,4,4,2,277.0,697,Western Metropolitan,1260000.0
7394,4,4,3,192.0,528,Western Metropolitan,931999.0
7395,4,3,2,151.96764988779805,556,Western Metropolitan,800000.0
7396,4,4,3,151.96764988779805,541,Western Metropolitan,950000.0
7397,4,4,2,151.96764988779805,539,Western Metropolitan,780000.0
7398,2,2,1,151.96764988779805,0,Western Metropolitan,503000.0
7399,3,3,2,153.0,337,Western Metropolitan,1257000.0
7400,4,4,2,192.0,621,Western Metropolitan,1562000.0
7401,2,2,1,151.96764988779805,321,Western Metropolitan,1100000.0
7402,4,3,3,242.0,650,Western Metropolitan,1740000.0
7403,2,2,1,51.0,0,Western Metropolitan,315000.0
7404,3,20,1,151.96764988779805,875,Southern Metropolitan,1650000.0
7405,3,3,1,151.96764988779805,658,Southern Metropolitan,1380000.0
7406,2,2,1,151.96764988779805,0,Southern Metropolitan,620000.0
7407,5,5,2,208.0,521,Southern Metropolitan,1335000.0
7408,2,2,1,151.96764988779805,472,Southern Metropolitan,1000000.0
7409,3,3,2,151.96764988779805,537,Western Metropolitan,860000.0
7410,5,5,3,313.0,705,Western Metropolitan,1415000.0
7411,5,4,3,151.96764988779805,697,Western Metropolitan,2000000.0
7412,3,3,1,132.0,696,Western Metropolitan,720000.0
7413,2,2,1,100.0,161,Western Metropolitan,380000.0
7414,4,4,2,151.96764988779805,697,Western Metropolitan,843000.0
7415,3,3,1,132.0,255,Western Metropolitan,501000.0
7416,4,4,2,151.96764988779805,754,Western Metropolitan,820500.0
7417,3,3,1,141.0,695,Western Metropolitan,722000.0
7418,4,4,3,174.0,308,Western Metropolitan,746000.0
7419,3,3,2,151.96764988779805,260,Western Metropolitan,685000.0
7420,3,3,1,136.0,166,Western Metropolitan,455000.0
7421,4,4,2,146.0,231,Western Metropolitan,600000.0
7422,3,3,1,107.0,338,Western Metropolitan,575000.0
7423,3,3,2,129.0,554,Western Metropolitan,566000.0
7424,3,3,2,193.0,236,Southern Metropolitan,1250000.0
7425,2,2,1,65.0,0,Southern Metropolitan,393000.0
7426,2,2,1,75.0,0,Southern Metropolitan,440000.0
7427,2,2,1,75.0,0,Southern Metropolitan,595000.0
7428,4,4,3,230.0,474,Southern Metropolitan,2200000.0
7429,3,3,1,151.96764988779805,341,Northern Metropolitan,1700000.0
7430,4,4,2,156.0,256,Northern Metropolitan,1908000.0
7431,4,4,2,151.96764988779805,273,Western Metropolitan,1330000.0
7432,3,3,3,240.0,240,Western Metropolitan,1300000.0
7433,2,2,1,72.3,70,Western Metropolitan,470000.0
7434,4,4,2,161.0,746,Western Metropolitan,1740000.0
7435,3,3,1,116.0,178,Southern Metropolitan,1700000.0
7436,1,1,1,64.0,0,Southern Metropolitan,1100000.0
7437,3,3,2,151.96764988779805,130,Southern Metropolitan,2155000.0
7438,3,3,2,151.96764988779805,140,Southern Metropolitan,2115000.0
7439,2,2,1,151.96764988779805,263,Southern Metropolitan,2810000.0
7440,2,2,1,151.96764988779805,236,Southern Metropolitan,2130000.0
7441,4,4,1,151.96764988779805,306,Southern Metropolitan,2950000.0
7442,3,3,1,85.0,163,Southern Metropolitan,2150000.0
7443,3,3,1,151.96764988779805,185,Southern Metropolitan,2035000.0
7444,2,2,1,151.96764988779805,115,Southern Metropolitan,1500000.0
7445,2,2,1,70.0,111,Southern Metropolitan,1190000.0
7446,1,1,1,151.96764988779805,915,Northern Metropolitan,320000.0
7447,3,3,2,151.96764988779805,528,Northern Metropolitan,1285000.0
7448,4,4,2,151.96764988779805,600,Northern Metropolitan,1975000.0
7449,1,1,1,151.96764988779805,0,Northern Metropolitan,316000.0
7450,3,3,1,109.0,606,Western Metropolitan,916000.0
7451,3,3,1,151.96764988779805,534,Western Metropolitan,750000.0
7452,3,3,1,132.0,535,Western Metropolitan,910000.0
7453,2,2,2,151.96764988779805,311,Southern Metropolitan,1859000.0
7454,2,2,2,151.96764988779805,189,Southern Metropolitan,1200000.0
7455,2,2,1,66.23,0,Southern Metropolitan,480000.0
7456,3,3,2,151.96764988779805,1803,Southern Metropolitan,1635000.0
7457,2,2,2,151.96764988779805,195,Southern Metropolitan,1705000.0
7458,3,3,2,151.96764988779805,0,Southern Metropolitan,1005000.0
7459,2,2,1,74.0,869,Southern Metropolitan,852000.0
7460,2,2,1,151.96764988779805,0,Southern Metropolitan,690000.0
7461,3,3,2,151.96764988779805,395,Southern Metropolitan,2120000.0
7462,1,1,1,48.0,0,Southern Metropolitan,405000.0
7463,5,5,3,274.0,468,Western Metropolitan,2100000.0
7464,3,3,1,155.0,450,Western Metropolitan,1435000.0
7465,2,2,1,98.0,226,Western Metropolitan,1020000.0
7466,3,3,2,151.96764988779805,209,Western Metropolitan,1041000.0
7467,2,2,2,151.96764988779805,103,Western Metropolitan,565000.0
7468,6,6,3,435.0,1012,Western Metropolitan,2250000.0
7469,4,4,3,159.0,0,Western Metropolitan,900000.0
7470,3,3,2,151.96764988779805,542,Western Metropolitan,1490000.0
7471,3,3,1,151.96764988779805,538,Western Metropolitan,1230000.0
7472,2,2,1,151.96764988779805,341,Western Metropolitan,1050000.0
7473,2,2,1,151.96764988779805,202,Western Metropolitan,1005000.0
7474,4,4,3,151.96764988779805,230,Western Metropolitan,1316500.0
7475,2,2,1,95.0,803,Southern Metropolitan,1495000.0
7476,4,4,1,151.96764988779805,656,Southern Metropolitan,1126000.0
7477,2,2,1,59.0,78,Southern Metropolitan,822000.0
7478,2,2,1,151.96764988779805,162,Southern Metropolitan,770000.0
7479,3,3,2,130.0,235,Southern Metropolitan,890000.0
7480,3,3,2,150.0,292,Western Metropolitan,765000.0
7481,3,3,1,151.96764988779805,615,Western Metropolitan,881000.0
7482,4,4,1,151.96764988779805,697,Western Metropolitan,850000.0
7483,4,4,3,322.0,656,Western Metropolitan,1300000.0
7484,5,5,2,151.96764988779805,889,Western Metropolitan,1250000.0
7485,3,3,1,99.0,585,Western Metropolitan,760000.0
7486,4,4,3,151.96764988779805,857,Western Metropolitan,1600000.0
7487,2,2,1,130.0,667,Southern Metropolitan,1900000.0
7488,3,3,1,151.96764988779805,696,Southern Metropolitan,1922000.0
7489,4,4,2,151.96764988779805,627,Southern Metropolitan,2000000.0
7490,3,3,1,120.0,350,Southern Metropolitan,700000.0
7491,4,4,3,227.0,636,Southern Metropolitan,1890000.0
7492,4,4,2,151.96764988779805,677,Southern Metropolitan,1630000.0
7493,2,2,2,151.96764988779805,196,Southern Metropolitan,800000.0
7494,3,0,0,151.96764988779805,818,Southern Metropolitan,1670000.0
7495,4,4,3,213.0,627,Southern Metropolitan,1725000.0
7496,3,3,1,151.96764988779805,730,Eastern Metropolitan,1110000.0
7497,3,3,2,101.51,601,Eastern Metropolitan,894000.0
7498,2,2,1,151.96764988779805,616,Southern Metropolitan,1402000.0
7499,3,3,1,151.96764988779805,657,Southern Metropolitan,1500000.0
7500,2,2,1,151.96764988779805,579,Southern Metropolitan,1100000.0
7501,6,6,2,151.96764988779805,702,Southern Metropolitan,2000000.0
7502,2,2,1,151.96764988779805,225,Southern Metropolitan,710000.0
7503,2,2,2,151.96764988779805,0,Southern Metropolitan,620000.0
7504,4,4,2,151.96764988779805,207,Southern Metropolitan,1105000.0
7505,3,3,2,151.96764988779805,334,Southern Metropolitan,1303000.0
7506,3,3,3,194.0,338,Southern Metropolitan,1375000.0
7507,4,4,2,151.96764988779805,352,Southern Metropolitan,1300000.0
7508,3,3,1,151.96764988779805,614,Southern Metropolitan,1286000.0
7509,4,4,2,151.96764988779805,650,Southern Metropolitan,1920000.0
7510,3,3,2,151.96764988779805,674,Southern Metropolitan,1968500.0
7511,3,3,1,151.96764988779805,242,Southern Metropolitan,845000.0
7512,4,4,2,151.96764988779805,478,Southern Metropolitan,1107000.0
7513,3,3,1,151.96764988779805,681,Southern Metropolitan,641500.0
7514,2,2,1,115.0,0,Southern Metropolitan,725000.0
7515,4,4,3,200.0,635,Southern Metropolitan,1515000.0
7516,3,3,1,100.0,337,Southern Metropolitan,986000.0
7517,3,3,1,151.96764988779805,290,Southern Metropolitan,830000.0
7518,3,3,1,151.96764988779805,162,Southern Metropolitan,767000.0
7519,4,4,3,151.96764988779805,620,Southern Metropolitan,1860000.0
7520,3,3,2,151.96764988779805,369,Southern Metropolitan,1200000.0
7521,3,3,1,151.96764988779805,625,Southern Metropolitan,1175000.0
7522,3,3,2,180.0,372,Southern Metropolitan,1225000.0
7523,3,3,2,151.96764988779805,301,Southern Metropolitan,1055000.0
7524,5,5,2,151.96764988779805,652,Southern Metropolitan,1351000.0
7525,2,2,1,151.96764988779805,848,Southern Metropolitan,1962000.0
7526,3,3,1,105.0,294,Southern Metropolitan,810000.0
7527,3,3,2,151.96764988779805,321,Southern Metropolitan,850000.0
7528,2,2,1,68.11,1026,Southern Metropolitan,535000.0
7529,3,3,1,151.96764988779805,733,Southern Metropolitan,1640000.0
7530,3,3,1,151.96764988779805,289,Southern Metropolitan,809000.0
7531,3,3,1,151.96764988779805,689,Southern Metropolitan,1510000.0
7532,4,4,1,161.0,587,Southern Metropolitan,1292000.0
7533,3,3,1,158.0,589,Southern Metropolitan,1165000.0
7534,3,3,2,119.0,557,Southern Metropolitan,959000.0
7535,3,3,1,151.96764988779805,612,Southern Metropolitan,1251000.0
7536,3,3,3,151.96764988779805,604,Southern Metropolitan,1205000.0
7537,2,2,1,80.0,171,Eastern Metropolitan,780000.0
7538,2,2,1,151.96764988779805,0,Eastern Metropolitan,572000.0
7539,3,3,1,151.96764988779805,414,Eastern Metropolitan,910000.0
7540,3,3,1,152.0,689,Eastern Metropolitan,1760000.0
7541,5,5,2,151.96764988779805,631,Eastern Metropolitan,1726000.0
7542,2,2,1,151.96764988779805,257,Eastern Metropolitan,990000.0
7543,2,2,1,151.96764988779805,156,Eastern Metropolitan,646500.0
7544,3,3,2,158.0,693,Eastern Metropolitan,2080000.0
7545,2,2,1,74.0,555,Western Metropolitan,610000.0
7546,3,3,1,151.96764988779805,597,Western Metropolitan,925000.0
7547,2,2,1,82.0,604,Western Metropolitan,760000.0
7548,3,3,1,151.96764988779805,556,Western Metropolitan,771000.0
7549,3,3,2,107.0,145,Western Metropolitan,441700.0
7550,4,4,3,319.0,475,Western Metropolitan,1000000.0
7551,3,3,1,151.96764988779805,586,Western Metropolitan,730000.0
7552,3,3,2,195.0,517,Southern Metropolitan,2575000.0
7553,4,4,4,292.0,473,Southern Metropolitan,2900000.0
7554,5,5,4,151.96764988779805,1276,Southern Metropolitan,5800000.0
7555,3,3,2,151.96764988779805,393,Southern Metropolitan,2140000.0
7556,3,3,2,167.0,0,Southern Metropolitan,2225000.0
7557,2,2,1,182.0,444,Southern Metropolitan,975000.0
7558,4,4,2,333.0,920,Southern Metropolitan,4225000.0
7559,3,3,2,145.0,0,Southern Metropolitan,2100000.0
7560,3,3,2,151.96764988779805,188,Southern Metropolitan,1392000.0
7561,3,3,3,151.96764988779805,440,Southern Metropolitan,2445000.0
7562,2,2,1,73.0,1647,Southern Metropolitan,520000.0
7563,4,4,2,283.0,286,Southern Metropolitan,2000000.0
7564,2,2,1,151.96764988779805,873,Southern Metropolitan,1350000.0
7565,3,3,2,151.96764988779805,503,Southern Metropolitan,1900000.0
7566,2,2,1,151.96764988779805,118,Southern Metropolitan,1002500.0
7567,4,4,3,151.96764988779805,402,Southern Metropolitan,2415000.0
7568,2,2,1,151.96764988779805,211,Southern Metropolitan,1055000.0
7569,3,3,2,189.0,0,Southern Metropolitan,1990000.0
7570,3,3,2,195.0,649,Southern Metropolitan,3025000.0
7571,3,3,1,151.96764988779805,431,Southern Metropolitan,1502000.0
7572,3,3,2,109.0,0,Southern Metropolitan,1221000.0
7573,4,4,3,151.96764988779805,263,Southern Metropolitan,2550000.0
7574,2,2,1,151.96764988779805,238,Southern Metropolitan,1470000.0
7575,3,3,1,151.96764988779805,137,Southern Metropolitan,725000.0
7576,5,5,2,206.0,780,Southern Metropolitan,2140000.0
7577,4,4,2,151.96764988779805,596,Southern Metropolitan,1630000.0
7578,2,2,1,151.96764988779805,238,Southern Metropolitan,910000.0
7579,3,3,1,151.96764988779805,688,Southern Metropolitan,1975000.0
7580,3,3,1,131.0,597,Southern Metropolitan,1635000.0
7581,8,8,3,151.96764988779805,614,Southern Metropolitan,1880000.0
7582,3,3,1,151.96764988779805,590,Southern Metropolitan,1743000.0
7583,3,3,2,151.96764988779805,530,Southern Metropolitan,2291000.0
7584,3,3,1,151.96764988779805,724,Southern Metropolitan,1270000.0
7585,3,3,1,151.96764988779805,677,Southern Metropolitan,1400000.0
7586,3,3,1,151.96764988779805,590,Southern Metropolitan,1640000.0
7587,4,4,3,118.0,312,Southern Metropolitan,1700000.0
7588,5,5,3,271.0,583,Southern Metropolitan,1900000.0
7589,3,3,2,160.0,119,Southern Metropolitan,972000.0
7590,3,3,1,196.8,506,Northern Metropolitan,1652000.0
7591,2,2,1,77.0,173,Northern Metropolitan,735000.0
7592,3,3,1,112.0,282,Northern Metropolitan,1210000.0
7593,1,1,1,151.96764988779805,85,Northern Metropolitan,412000.0
7594,1,1,1,58.0,0,Northern Metropolitan,528000.0
7595,3,3,1,116.0,249,Northern Metropolitan,1115000.0
7596,3,3,2,151.96764988779805,299,Northern Metropolitan,1300000.0
7597,2,2,1,48.0,638,Northern Metropolitan,320000.0
7598,4,4,2,151.96764988779805,459,Northern Metropolitan,1500000.0
7599,3,3,2,120.0,192,Northern Metropolitan,1260000.0
7600,4,4,2,200.0,373,Northern Metropolitan,1210000.0
7601,3,3,1,151.96764988779805,318,Northern Metropolitan,1200000.0
7602,1,1,1,151.96764988779805,1403,Northern Metropolitan,315000.0
7603,2,2,1,151.96764988779805,153,Northern Metropolitan,830000.0
7604,4,4,2,173.45,650,Northern Metropolitan,1385000.0
7605,3,3,2,140.0,122,Northern Metropolitan,981000.0
7606,1,1,1,51.0,0,Northern Metropolitan,418000.0
7607,2,2,1,258.0,430,Northern Metropolitan,585000.0
7608,4,4,3,212.0,0,Northern Metropolitan,1900000.0
7609,3,3,1,151.96764988779805,304,Northern Metropolitan,1450000.0
7610,1,1,1,151.96764988779805,225,Northern Metropolitan,1200000.0
7611,2,2,1,151.96764988779805,109,Northern Metropolitan,600000.0
7612,3,3,1,151.96764988779805,222,Northern Metropolitan,1075000.0
7613,2,2,1,75.0,148,Northern Metropolitan,884000.0
7614,3,3,1,151.96764988779805,80,Northern Metropolitan,957000.0
7615,2,2,1,57.0,557,Northern Metropolitan,480000.0
7616,4,4,2,151.96764988779805,670,Northern Metropolitan,1650000.0
7617,3,3,1,151.96764988779805,408,Northern Metropolitan,1440000.0
7618,2,2,1,151.96764988779805,1328,Northern Metropolitan,955000.0
7619,4,4,1,159.0,449,Northern Metropolitan,1310000.0
7620,2,2,1,109.0,263,Northern Metropolitan,1283000.0
7621,2,2,1,151.96764988779805,121,Northern Metropolitan,1025000.0
7622,2,2,1,67.0,137,Northern Metropolitan,1015000.0
7623,2,2,1,151.96764988779805,1556,Northern Metropolitan,500000.0
7624,2,2,1,151.96764988779805,1611,Northern Metropolitan,550000.0
7625,2,2,1,151.96764988779805,0,Northern Metropolitan,460000.0
7626,1,1,1,151.96764988779805,365,Northern Metropolitan,1185000.0
7627,2,2,1,70.0,0,Northern Metropolitan,435000.0
7628,2,2,1,151.96764988779805,3886,Northern Metropolitan,690000.0
7629,1,1,1,151.96764988779805,0,Northern Metropolitan,385000.0
7630,2,2,1,151.96764988779805,65,Northern Metropolitan,632000.0
7631,2,2,1,96.0,0,Northern Metropolitan,835000.0
7632,3,3,1,125.0,446,Northern Metropolitan,1500000.0
7633,2,2,1,67.0,1097,Northern Metropolitan,407500.0
7634,3,3,1,151.96764988779805,176,Northern Metropolitan,670000.0
7635,2,2,1,77.0,207,Northern Metropolitan,825000.0
7636,3,3,3,109.0,131,Northern Metropolitan,645000.0
7637,3,3,1,151.96764988779805,380,Northern Metropolitan,1222000.0
7638,3,3,1,151.96764988779805,465,Northern Metropolitan,1060000.0
7639,3,3,1,113.0,335,Northern Metropolitan,1220000.0
7640,3,3,1,151.96764988779805,372,Northern Metropolitan,1097000.0
7641,3,3,2,139.0,169,Northern Metropolitan,1100000.0
7642,3,3,1,151.96764988779805,526,Northern Metropolitan,1270000.0
7643,3,3,1,104.0,109,Northern Metropolitan,670000.0
7644,2,2,1,57.0,559,Northern Metropolitan,640000.0
7645,3,3,1,151.96764988779805,683,Northern Metropolitan,1200000.0
7646,2,2,1,59.0,0,Northern Metropolitan,545000.0
7647,4,4,2,160.0,518,Northern Metropolitan,1205000.0
7648,3,3,1,110.0,0,Eastern Metropolitan,860000.0
7649,2,2,1,76.0,135,Eastern Metropolitan,599900.0
7650,4,4,2,151.96764988779805,780,Eastern Metropolitan,1540000.0
7651,4,4,2,133.0,190,Eastern Metropolitan,910000.0
7652,3,3,2,143.0,709,Eastern Metropolitan,1100000.0
7653,5,5,4,185.0,564,Eastern Metropolitan,1730000.0
7654,5,5,2,151.96764988779805,411,Eastern Metropolitan,760000.0
7655,3,3,1,151.96764988779805,353,Eastern Metropolitan,794000.0
7656,3,3,2,151.96764988779805,746,Eastern Metropolitan,1360000.0
7657,4,4,1,151.96764988779805,607,Eastern Metropolitan,1207000.0
7658,6,6,2,209.0,665,Southern Metropolitan,1591000.0
7659,2,2,1,151.96764988779805,153,Southern Metropolitan,580000.0
7660,2,2,1,151.96764988779805,81,Southern Metropolitan,605000.0
7661,3,3,2,150.0,267,Southern Metropolitan,975000.0
7662,3,3,2,151.96764988779805,620,Southern Metropolitan,1465500.0
7663,2,2,1,160.0,271,Southern Metropolitan,870000.0
7664,3,3,2,151.96764988779805,697,Southern Metropolitan,1385000.0
7665,2,1,1,196.0,698,Southern Metropolitan,1815000.0
7666,3,3,2,179.3,862,Southern Metropolitan,1590000.0
7667,4,4,1,151.96764988779805,360,Southern Metropolitan,813000.0
7668,4,4,2,165.0,863,Southern Metropolitan,1601000.0
7669,5,5,1,182.0,633,Southern Metropolitan,1225000.0
7670,3,3,1,116.0,643,Southern Metropolitan,1930000.0
7671,3,3,2,151.96764988779805,766,Southern Metropolitan,2570000.0
7672,4,4,2,176.0,670,Southern Metropolitan,2216000.0
7673,4,4,1,150.0,572,Southern Metropolitan,2110000.0
7674,2,2,1,151.96764988779805,239,Southern Metropolitan,855000.0
7675,2,2,1,151.96764988779805,512,Southern Metropolitan,771000.0
7676,4,4,2,151.96764988779805,696,Southern Metropolitan,2513000.0
7677,2,2,1,134.3,633,Southern Metropolitan,1900000.0
7678,3,3,2,155.0,575,Southern Metropolitan,1620000.0
7679,4,4,2,251.0,790,Southern Metropolitan,3550000.0
7680,4,4,3,151.96764988779805,728,Southern Metropolitan,1980000.0
7681,3,3,2,151.96764988779805,324,Southern Metropolitan,1861000.0
7682,2,2,1,151.96764988779805,429,Southern Metropolitan,1402000.0
7683,3,3,1,145.0,400,Southern Metropolitan,1905000.0
7684,4,4,4,151.96764988779805,892,Southern Metropolitan,5020000.0
7685,4,4,2,280.0,742,Southern Metropolitan,2990000.0
7686,4,4,1,151.96764988779805,500,Southern Metropolitan,1855000.0
7687,4,4,2,151.96764988779805,468,Southern Metropolitan,1500000.0
7688,3,3,1,85.0,112,Southern Metropolitan,835000.0
7689,5,5,3,151.96764988779805,715,Southern Metropolitan,3115000.0
7690,2,2,1,151.96764988779805,0,Southern Metropolitan,913000.0
7691,4,4,3,151.96764988779805,789,Southern Metropolitan,2510000.0
7692,5,5,5,464.3,2079,Southern Metropolitan,8000000.0
7693,3,3,2,151.96764988779805,410,Southern Metropolitan,1775000.0
7694,3,3,2,250.0,857,Southern Metropolitan,3725000.0
7695,4,4,2,203.0,515,Northern Metropolitan,3450000.0
7696,2,2,1,76.77,119,Northern Metropolitan,1290000.0
7697,3,3,1,151.96764988779805,167,Northern Metropolitan,1614500.0
7698,4,4,1,151.96764988779805,202,Northern Metropolitan,1550000.0
7699,1,1,1,151.96764988779805,0,Northern Metropolitan,595000.0
7700,3,4,1,151.96764988779805,223,Northern Metropolitan,1300000.0
7701,5,5,3,151.96764988779805,268,Northern Metropolitan,2450000.0
7702,4,4,2,151.96764988779805,273,Southern Metropolitan,1201000.0
7703,2,2,1,73.0,0,Southern Metropolitan,635000.0
7704,2,2,1,151.96764988779805,575,Southern Metropolitan,1424000.0
7705,1,1,1,151.96764988779805,0,Southern Metropolitan,285000.0
7706,1,1,1,46.0,0,Southern Metropolitan,305000.0
7707,3,3,2,151.96764988779805,271,Southern Metropolitan,1105000.0
7708,3,3,2,156.0,515,Southern Metropolitan,1200000.0
7709,3,3,1,100.0,1103,Southern Metropolitan,945000.0
7710,2,2,1,151.96764988779805,2,Southern Metropolitan,603000.0
7711,3,3,2,151.96764988779805,585,Southern Metropolitan,1390000.0
7712,4,4,2,193.0,615,Southern Metropolitan,1667000.0
7713,1,1,1,46.0,0,Southern Metropolitan,330000.0
7714,3,3,1,84.0,0,Southern Metropolitan,577000.0
7715,2,2,1,151.96764988779805,0,Southern Metropolitan,535000.0
7716,1,1,1,43.0,750,Southern Metropolitan,305000.0
7717,2,2,1,151.96764988779805,0,Southern Metropolitan,550000.0
7718,2,2,1,151.96764988779805,0,Southern Metropolitan,655000.0
7719,4,4,1,151.96764988779805,443,Southern Metropolitan,1300000.0
7720,4,4,2,151.96764988779805,644,Southern Metropolitan,1700000.0
7721,2,2,1,151.96764988779805,0,Southern Metropolitan,575000.0
7722,2,2,2,85.0,0,Southern Metropolitan,742500.0
7723,3,3,2,151.96764988779805,265,Southern Metropolitan,1000000.0
7724,2,2,1,151.96764988779805,534,Southern Metropolitan,1104000.0
7725,2,2,1,71.0,0,Southern Metropolitan,630000.0
7726,3,3,2,129.0,305,Southern Metropolitan,1350000.0
7727,2,2,1,151.96764988779805,311,Southern Metropolitan,997000.0
7728,2,2,1,61.0,0,Southern Metropolitan,490000.0
7729,3,3,2,112.0,235,Southern Metropolitan,701000.0
7730,3,3,1,132.0,418,Southern Metropolitan,905000.0
7731,3,3,2,124.0,286,Southern Metropolitan,988000.0
7732,3,3,2,115.0,213,Southern Metropolitan,820000.0
7733,4,4,1,151.96764988779805,306,Northern Metropolitan,1825000.0
7734,3,3,1,127.0,230,Northern Metropolitan,1500000.0
7735,2,2,1,90.0,72,Northern Metropolitan,641000.0
7736,2,2,1,95.0,158,Northern Metropolitan,1250000.0
7737,3,3,1,170.0,276,Northern Metropolitan,1652500.0
7738,2,2,1,151.96764988779805,168,Northern Metropolitan,1250000.0
7739,3,3,1,151.96764988779805,290,Northern Metropolitan,1660000.0
7740,1,1,1,45.0,0,Northern Metropolitan,465000.0
7741,2,2,1,151.96764988779805,194,Northern Metropolitan,700000.0
7742,2,2,1,151.96764988779805,193,Northern Metropolitan,1000000.0
7743,2,2,1,151.96764988779805,36,Northern Metropolitan,712000.0
7744,2,2,1,151.96764988779805,118,Northern Metropolitan,1650000.0
7745,2,2,1,69.0,388,Northern Metropolitan,495000.0
7746,2,2,1,106.2,275,Northern Metropolitan,930000.0
7747,2,2,1,112.9,0,Northern Metropolitan,781000.0
7748,3,3,1,151.96764988779805,415,Northern Metropolitan,995000.0
7749,2,2,1,64.0,0,Northern Metropolitan,677776.0
7750,3,3,1,151.96764988779805,399,Northern Metropolitan,790000.0
7751,4,4,2,143.0,3747,Northern Metropolitan,680000.0
7752,3,3,2,151.96764988779805,588,Northern Metropolitan,1180000.0
7753,3,3,1,151.96764988779805,480,Northern Metropolitan,940500.0
7754,3,3,1,113.76,120,Northern Metropolitan,824000.0
7755,2,2,1,151.96764988779805,413,Northern Metropolitan,941000.0
7756,2,2,1,151.96764988779805,314,Northern Metropolitan,775000.0
7757,3,3,1,151.96764988779805,391,Northern Metropolitan,985000.0
7758,3,3,2,151.96764988779805,341,Northern Metropolitan,1020000.0
7759,4,4,2,187.0,453,Northern Metropolitan,1500000.0
7760,2,2,1,151.96764988779805,79,Northern Metropolitan,590000.0
7761,4,4,2,135.0,172,Northern Metropolitan,1005000.0
7762,4,4,2,123.0,398,Northern Metropolitan,901000.0
7763,3,3,1,153.1,414,Northern Metropolitan,990000.0
7764,6,6,3,285.0,768,Northern Metropolitan,1455000.0
